time,value
169.96484375,250
170.8984375,239
171.87109375,249
172.88671875,260
173.875,253
174.828125,244
175.81640625,253
176.82421875,258
177.79296875,248
178.80078125,258
179.8125,259
180.734375,236
181.66796875,239
182.60546875,240
183.5625,245
184.54296875,251
185.48046875,240
186.4765625,255
187.484375,258
188.453125,248
189.4375,252
190.41015625,249
191.35546875,242
192.3359375,251
193.296875,246
194.2421875,242
195.203125,246
196.1484375,242
197.11328125,247
198.078125,247
199.00390625,237
199.96484375,246
200.9296875,247
201.875,242
202.86328125,253
203.859375,255
204.828125,248
205.80078125,249
206.7265625,237
207.66796875,241
208.6484375,251
209.625,250
210.58984375,247
211.58203125,254
212.51171875,238
213.46484375,244
214.47265625,258
215.44140625,248
216.41015625,248
217.40625,255
218.40234375,255
219.37109375,248
220.39453125,262
221.44140625,268
222.44921875,258
223.48046875,264
224.5703125,279
225.64453125,275
226.66015625,260
227.703125,267
228.73828125,265
229.71875,251
230.671875,244
231.65625,252
232.63671875,251
233.5859375,243
234.53125,242
235.453125,236
236.37109375,235
237.296875,237
238.1953125,230
239.1171875,236
240.0703125,244
241.03125,246
241.9453125,234
242.8203125,224
243.69921875,225
244.59765625,230
245.48828125,228
246.44140625,244
247.4375,255
248.39453125,245
249.359375,247
250.29296875,239
251.234375,241
252.1875,244
253.171875,252
254.14453125,249
255.15234375,258
256.1640625,259
257.1328125,248
258.1171875,252
259.08203125,247
260.046875,247
260.99609375,243
261.9140625,235
262.86328125,243
263.8515625,253
264.83984375,253
265.84375,257
266.81640625,249
267.70703125,228
268.53515625,212
269.35546875,210
270.1640625,207
270.98046875,209
271.8515625,223
272.75390625,231
273.65625,231
274.5390625,226
275.38671875,217
276.23828125,218
277.08984375,218
277.921875,213
278.79296875,223
279.703125,233
280.69140625,253
281.68359375,254
282.62890625,242
283.5625,239
284.48046875,235
285.359375,225
286.2265625,222
287.1015625,224
287.97265625,223
288.828125,219
289.68359375,219
290.5703125,227
291.5390625,248
292.5390625,256
293.515625,250
294.47265625,245
295.41796875,242
296.3984375,251
297.3671875,248
298.296875,238
299.21875,236
300.15625,240
301.0703125,234
301.984375,234
302.953125,248
303.953125,256
304.93359375,251
305.91796875,252
306.9140625,255
307.921875,258
308.90625,252
309.890625,252
310.83203125,241
311.80859375,250
312.81640625,258
313.796875,251
314.80859375,259
315.83203125,262
316.81640625,252
317.8046875,253
318.80078125,255
319.76953125,248
320.7578125,253
321.78515625,263
322.75,247
323.73828125,253
324.7421875,257
325.69921875,245
326.65625,245
327.58984375,239
328.4921875,231
329.41796875,237
330.359375,241
331.2734375,234
332.171875,230
333.0859375,234
333.98828125,231
334.89453125,232
335.8203125,237
336.7265625,232
337.61328125,227
338.5078125,229
339.3984375,228
340.2734375,224
341.16015625,227
342.01171875,218
342.85546875,216
343.73828125,226
344.609375,223
345.5078125,230
346.4140625,232
347.33984375,237
348.23828125,230
349.15625,235
350.08984375,239
350.984375,229
351.92578125,241
352.8828125,245
353.81640625,239
354.75390625,240
355.69921875,242
356.67578125,250
357.66796875,254
358.64453125,250
359.6015625,245
360.515625,234
361.421875,232
362.359375,240
363.296875,240
364.23046875,239
365.18359375,244
366.1328125,243
367.1015625,248
368.05859375,245
368.96484375,232
369.890625,237
370.8125,236
371.73828125,237
372.69140625,244
373.65625,247
374.6171875,246
375.52734375,233
376.44921875,236
377.35546875,232
378.27734375,236
379.2265625,243
380.18359375,245
381.1171875,239
382.0703125,244
383.0703125,256
384.0390625,248
385.00390625,247
385.9296875,237
386.8359375,232
387.75390625,235
388.62890625,224
389.51171875,226
390.40234375,228
391.234375,213
392.04296875,207
392.81640625,198
393.57421875,194
394.3125,189
395.0390625,186
395.8359375,204
396.6875,218
397.56640625,225
398.421875,219
399.2421875,210
400.09765625,219
400.9609375,221
401.8125,218
402.69140625,225
403.59375,231
404.48046875,227
405.34765625,222
406.22265625,224
407.0625,215
407.88671875,211
408.73828125,218
409.66015625,236
410.6953125,265
411.76953125,275
412.79296875,262
413.82421875,264
414.88671875,272
415.9453125,271
416.9765625,264
417.9453125,248
418.9140625,248
419.90234375,253
420.94140625,266
422.015625,275
423.046875,264
424.09765625,269
425.15234375,270
426.1953125,267
427.171875,250
428.16796875,255
429.234375,273
430.25390625,261
431.21875,247
432.1953125,250
433.15625,246
434.07421875,235
434.9296875,219
435.8046875,224
436.72265625,235
437.73046875,258
438.7578125,263
439.70703125,243
440.66796875,246
441.6171875,243
442.578125,246
443.55078125,249
444.50390625,244
445.44921875,242
446.37109375,236
447.30078125,238
448.25,243
449.23046875,251
450.17578125,242
451.14453125,248
452.14453125,256
453.1328125,253
454.09765625,247
455.078125,251
456.0546875,250
457.015625,246
457.91015625,229
458.83203125,236
459.77734375,242
460.671875,229
461.515625,216
462.37890625,221
463.19921875,210
464.03125,213
464.87890625,217
465.77734375,230
466.6640625,227
467.55078125,227
468.4609375,233
469.421875,246
470.3359375,234
471.26171875,237
472.21875,245
473.1953125,250
474.13671875,241
475.0546875,235
475.96875,234
476.84765625,225
477.78125,239
478.71484375,239
479.6328125,235
480.6015625,248
481.59765625,255
482.5859375,253
483.53125,242
484.44140625,233
485.34375,231
486.234375,228
487.0859375,218
487.96875,226
488.91796875,243
489.8984375,251
490.8984375,256
491.8515625,244
492.8046875,244
493.77734375,249
494.73046875,244
495.6640625,239
496.609375,242
497.60546875,255
498.61328125,258
499.55859375,242
500.5078125,243
501.46875,246
502.4453125,250
503.3984375,244
504.3515625,244
505.296875,242
506.25,244
507.1875,240
508.1484375,246
509.13671875,253
510.09765625,246
511.0078125,233
511.9140625,232
512.8359375,236
513.73046875,229
514.64453125,234
515.54296875,230
516.4765625,239
517.4140625,240
518.35546875,241
519.26953125,234
520.203125,239
521.1796875,250
522.17578125,255
523.12890625,244
524.06640625,240
524.9921875,237
525.8828125,228
526.80859375,237
527.78125,249
528.7421875,246
529.7265625,252
530.69921875,249
531.6640625,247
532.63671875,249
533.61328125,250
534.50390625,228
535.40234375,230
536.2734375,223
537.19140625,235
538.11328125,236
538.97265625,220
539.859375,227
540.75,228
541.64453125,229
542.5625,235
543.46875,232
544.34375,224
545.22265625,225
546.109375,227
546.99609375,227
547.90234375,232
548.8671875,247
549.87109375,257
550.8203125,243
551.7421875,236
552.65625,234
553.578125,236
554.5078125,238
555.4140625,232
556.3046875,228
557.21484375,233
558.171875,245
559.1484375,250
560.1328125,252
561.05859375,237
561.984375,237
562.91015625,237
563.83203125,236
564.73046875,230
565.6484375,235
566.56640625,235
567.4609375,229
568.375,234
569.2734375,230
570.1953125,236
571.1328125,240
572.0703125,240
573.02734375,245
573.953125,237
574.87890625,237
575.80078125,236
576.7109375,233
577.57421875,221
578.44140625,222
579.3359375,229
580.21875,226
581.12890625,233
582.078125,243
583.04296875,247
583.9765625,239
584.90625,238
585.828125,236
586.69921875,223
587.56640625,222
588.4375,223
589.33984375,231
590.21875,225
591.11328125,229
592.03515625,236
592.98046875,242
593.90234375,236
594.8125,233
595.71484375,231
596.625,233
597.53125,232
598.44140625,233
599.37109375,238
600.265625,229
601.18359375,235
602.109375,237
603.015625,232
603.94140625,237
604.875,239
605.8203125,242
606.77734375,245
607.69921875,236
608.62890625,238
609.55078125,236
610.48828125,240
611.44140625,244
612.3671875,237
613.3125,242
614.2734375,246
615.23046875,245
616.1484375,235
617.06640625,235
618.01171875,242
619.00390625,254
619.98046875,250
620.9375,245
621.8984375,246
622.875,250
623.8515625,250
624.86328125,259
625.875,259
626.859375,252
627.8828125,262
628.9296875,268
629.953125,262
631.0078125,270
632.07421875,273
633.09765625,262
634.06640625,248
635.0078125,241
635.91015625,231
636.81640625,232
637.75,239
638.64453125,229
639.5078125,221
640.40234375,229
641.33203125,238
642.27734375,242
643.203125,237
644.1484375,242
645.09765625,243
646.02734375,238
646.96875,241
647.91796875,243
648.87109375,244
649.828125,245
650.80859375,251
651.79296875,252
652.7578125,247
653.73046875,249
654.71875,253
655.66796875,243
656.6328125,247
657.60546875,249
658.5546875,243
659.4921875,240
660.3984375,232
661.27734375,225
662.16015625,226
663.05859375,230
663.95703125,230
664.90234375,242
665.87890625,250
666.83984375,246
667.7890625,243
668.74609375,245
669.71875,249
670.6484375,238
671.6015625,244
672.5859375,252
673.546875,246
674.5078125,246
675.45703125,243
676.39453125,240
677.31640625,236
678.25,239
679.203125,244
680.109375,232
681.0,228
681.8828125,226
682.80078125,235
683.6875,227
684.59765625,233
685.4765625,225
686.33203125,219
687.1953125,221
688.08984375,229
688.98828125,230
689.86328125,224
690.75390625,228
691.6484375,229
692.5390625,228
693.390625,218
694.25,220
695.08984375,215
695.92578125,214
696.76953125,216
697.6171875,217
698.5,226
699.375,224
700.28125,232
701.20703125,237
702.18359375,250
703.16015625,250
704.1328125,249
705.08984375,245
706.02734375,240
706.91796875,228
707.80078125,226
708.6640625,221
709.53515625,223
710.42578125,228
711.35546875,238
712.296875,241
713.21484375,235
714.16015625,242
715.06640625,232
715.921875,219
716.7421875,210
717.60546875,221
718.45703125,218
719.3515625,229
720.2421875,228
721.109375,222
721.96484375,219
722.8203125,219
723.69921875,225
724.59375,229
725.46484375,223
726.359375,229
727.2578125,230
728.1953125,240
729.12890625,239
730.0546875,237
730.98828125,239
731.90234375,234
732.75390625,218
733.5859375,213
734.4140625,212
735.25,214
736.07421875,211
736.9140625,215
737.76953125,219
738.65234375,226
739.578125,237
740.5078125,238
741.3984375,228
742.26953125,223
743.125,219
743.97265625,217
744.8046875,213
745.6171875,208
746.4453125,212
747.2734375,212
748.1328125,220
749.02734375,229
749.98046875,244
750.9140625,239
751.875,246
752.86328125,253
753.828125,247
754.765625,240
755.7265625,246
756.72265625,255
757.66796875,242
758.59765625,238
759.53515625,240
760.453125,235
761.32421875,223
762.22265625,230
763.171875,243
764.09375,236
765.03125,240
765.9921875,246
766.921875,238
767.84765625,237
768.75390625,232
769.62890625,224
770.53515625,232
771.47265625,240
772.41015625,240
773.328125,235
774.26953125,241
775.21484375,242
776.11328125,230
777.01171875,230
777.91015625,230
778.79296875,226
779.70703125,234
780.65625,243
781.5703125,234
782.5,238
783.43359375,239
784.33203125,230
785.2265625,229
786.14453125,235
787.046875,231
787.98046875,239
788.953125,249
789.87109375,235
790.796875,237
791.734375,240
792.65625,236
793.51953125,221
794.3984375,225
795.31640625,235
796.1953125,225
797.1015625,232
798.05078125,243
798.98046875,238
799.84375,221
800.70703125,221
801.58984375,226
802.4453125,219
803.3046875,220
804.19921875,229
805.1484375,243
806.0703125,236
807.0078125,240
807.97265625,247
808.92578125,244
809.83203125,232
810.73828125,232
811.6875,243
812.6171875,238
813.59765625,251
814.625,263
815.62109375,255
816.61328125,254
817.62890625,260
818.625,255
819.59375,248
820.5703125,250
821.57421875,257
822.54296875,248
823.51171875,248
824.4921875,251
825.46484375,249
826.45703125,254
827.48828125,264
828.484375,255
829.5078125,262
830.55078125,267
831.546875,255
832.5390625,254
833.5390625,256
834.48046875,241
835.41796875,240
836.375,245
837.328125,244
838.2734375,242
839.234375,246
840.19140625,245
841.125,239
842.05078125,237
842.9609375,233
843.875,234
844.83984375,247
845.81640625,250
846.765625,243
847.73828125,249
848.73046875,254
849.671875,241
850.6328125,246
851.6171875,252
852.53125,234
853.44921875,235
854.38671875,240
855.3046875,235
856.265625,246
857.2578125,254
858.23046875,249
859.19140625,246
860.1640625,249
861.08984375,237
862.046875,245
863.0546875,258
864.0,242
864.9765625,250
865.98046875,257
866.96875,253
867.984375,260
869.01171875,263
869.96484375,244
870.93359375,248
871.88671875,244
872.80078125,234
873.72265625,236
874.64453125,236
875.5859375,241
876.5703125,252
877.5625,254
878.5625,256
879.5625,256
880.54296875,251
881.51171875,248
882.47265625,246
883.41796875,242
884.390625,249
885.38671875,255
886.37109375,252
887.37109375,256
888.37109375,256
889.3515625,251
890.328125,250
891.28515625,245
892.26953125,252
893.28515625,260
894.3125,263
895.30078125,253
896.28515625,252
897.2265625,241
898.15625,238
899.12109375,247
900.10546875,252
901.03515625,238
901.984375,243
902.9453125,246
903.890625,242
904.78125,228
905.66015625,225
906.546875,227
907.43359375,227
908.375,241
909.35546875,251
910.3203125,247
911.296875,250
912.26953125,249
913.203125,239
914.13671875,239
915.08203125,242
916.0,235
916.91015625,233
917.8046875,229
918.66796875,221
919.546875,225
920.4453125,230
921.34765625,231
922.2578125,233
923.18359375,237
924.109375,237
924.98828125,225
925.86328125,224
926.7578125,229
927.65625,230
928.58984375,239
929.5703125,251
930.53515625,247
931.5078125,249
932.484375,250
933.4296875,242
934.3671875,240
935.30859375,241
936.26953125,246
937.22265625,244
938.18359375,246
939.1796875,255
940.15234375,249
941.140625,253
942.1328125,254
943.078125,242
944.03515625,245
945.00390625,248
945.9375,239
946.88671875,243
947.3359375,115
947.828125,126
948.72265625,229
949.6328125,233
950.57421875,241
951.48828125,234
952.43359375,242
953.359375,237
954.23046875,223
955.08984375,220
955.953125,221
956.84375,228
957.73046875,227
958.65234375,236
959.5859375,239
960.5390625,244
961.48046875,241
962.4375,245
963.41796875,251
964.3671875,243
965.328125,246
966.3125,252
967.26953125,245
968.23828125,248
969.24609375,258
970.21875,249
971.171875,244
972.09375,236
972.98046875,227
973.8515625,223
974.71484375,221
975.6328125,235
976.51171875,225
977.4140625,231
978.34765625,239
979.296875,243
980.1796875,226
980.984375,206
981.80078125,209
982.61328125,208
983.4296875,209
984.25,210
985.0703125,210
985.8828125,208
986.67578125,203
987.45703125,200
988.2421875,201
989.01171875,197
989.796875,201
990.5859375,202
991.38671875,205
992.20703125,210
993.046875,215
993.93359375,227
994.8046875,223
995.6796875,224
996.546875,222
997.40625,220
998.22265625,209
999.0,199
999.78125,200
1000.56640625,201
1001.37109375,206
1002.21875,217
1003.08203125,221
1003.92578125,216
1004.7734375,217
1005.61328125,215
1006.5,227
1007.3671875,222
1008.26171875,229
1009.17578125,234
1010.08984375,234
1011.015625,237
1011.95703125,241
1012.9140625,245
1013.83203125,235
1014.74609375,234
1015.66796875,236
1016.609375,241
1017.55859375,243
1018.47265625,234
1019.421875,243
1020.375,244
1021.3203125,242
1022.26171875,241
1023.19140625,238
1024.12890625,240
1025.1171875,253
1026.08203125,247
1027.0390625,245
1027.984375,242
1028.91015625,237
1029.79296875,226
1030.6875,229
1031.54296875,219
1032.41796875,224
1033.30078125,226
1034.17578125,224
1035.0859375,233
1036.015625,238
1036.9453125,238
1037.875,238
1038.8125,240
1039.7109375,230
1040.6328125,236
1041.5390625,232
1042.4375,230
1043.37890625,241
1044.3125,239
1045.26171875,243
1046.19921875,240
1047.109375,233
1047.98828125,225
1048.87890625,228
1049.80859375,238
1050.7265625,235
1051.59765625,223
1052.46484375,222
1053.3359375,223
1054.2109375,224
1055.12109375,233
1056.05078125,238
1056.9765625,237
1057.9296875,244
1058.88671875,245
1059.875,253
1060.84375,248
1061.796875,244
1062.7421875,242
1063.6640625,236
1064.59765625,239
1065.55859375,246
1066.54296875,252
1067.51953125,250
1068.47265625,244
1069.4375,247
1070.36328125,237
1071.24609375,226
1072.1015625,219
1072.9375,214
1073.796875,220
1074.65234375,219
1075.48828125,214
1076.35546875,222
1077.27734375,236
1078.234375,245
1079.1640625,238
1080.1015625,240
1081.05078125,243
1081.97265625,236
1082.890625,235
1083.82421875,239
1084.765625,241
1085.703125,240
1086.640625,240
1087.57421875,239
1088.546875,249
1089.4765625,238
1090.39453125,235
1091.3359375,241
1092.31640625,251
1093.3046875,253
1094.28125,250
1095.25390625,249
1096.2265625,249
1097.203125,250
1098.1171875,234
1099.0390625,236
1100.01171875,249
1101.01171875,256
1101.984375,249
1102.96484375,251
1103.93359375,248
1104.90234375,248
1105.85546875,244
1106.80078125,242
1107.7421875,241
1108.69921875,245
1109.68359375,252
1110.6328125,243
1111.60546875,249
1112.58984375,252
1113.55078125,246
1114.53125,251
1115.51953125,253
1116.4609375,241
1117.41796875,245
1118.3828125,247
1119.3203125,240
1120.28515625,247
1121.25,247
1122.17578125,237
1123.1328125,245
1124.140625,258
1125.12109375,251
1126.12109375,256
1127.10546875,252
1128.0703125,247
1129.00390625,239
1129.9375,239
1130.859375,236
1131.7734375,234
1132.69140625,235
1133.609375,235
1134.53125,236
1135.45703125,237
1136.40625,243
1137.3046875,230
1138.21484375,233
1139.15625,241
1140.08984375,239
1141.03515625,242
1141.99609375,246
1142.94921875,244
1143.90625,245
1144.890625,252
1145.875,252
1146.81640625,241
1147.76953125,244
1148.72265625,244
1149.66796875,242
1150.62890625,246
1151.6171875,253
1152.57421875,245
1153.5390625,247
1154.53125,254
1155.5,248
1156.4375,240
1157.3671875,238
1158.33984375,249
1159.28515625,242
1160.2578125,249
1161.2421875,252
1162.1484375,232
1163.03125,226
1163.92578125,229
1164.88671875,246
1165.84375,245
1166.78515625,241
1167.7421875,245
1168.73828125,255
1169.6953125,245
1170.6640625,248
1171.66796875,257
1172.64453125,250
1173.59765625,244
1174.5546875,245
1175.53515625,251
1176.515625,251
1177.51171875,255
1178.46875,245
1179.34375,224
1180.17578125,213
1181.01953125,216
1181.890625,223
1182.7734375,226
1183.6171875,216
1184.47265625,219
1185.3359375,221
1186.203125,222
1187.0234375,210
1187.81640625,203
1188.26171875,114
1188.6015625,87
1189.43359375,213
1190.25390625,210
1191.10546875,218
1191.984375,225
1192.86328125,225
1193.734375,223
1194.57421875,215
1195.38671875,208
1196.16796875,200
1196.921875,193
1197.6796875,194
1198.44140625,195
1199.21484375,198
1199.97265625,194
1200.73828125,196
1201.54296875,206
1202.39453125,218
1203.2578125,221
1204.1328125,224
1205.03515625,231
1205.9296875,229
1206.82421875,229
1207.71875,229
1208.640625,236
1209.57421875,239
1210.50390625,238
1211.4296875,237
1212.359375,238
1213.3203125,246
1214.29296875,249
1215.265625,249
1216.21875,244
1217.17578125,245
1218.14453125,248
1219.03125,227
1219.9296875,230
1220.87890625,243
1221.8671875,253
1222.84375,250
1223.86328125,261
1224.85546875,254
1225.7421875,227
1226.6171875,224
1227.5078125,228
1228.421875,234
1229.32421875,231
1230.203125,225
1231.078125,224
1231.97265625,229
1232.83984375,222
1233.6953125,219
1234.5625,222
1235.47265625,233
1236.41796875,242
1237.31640625,230
1238.21875,231
1239.1328125,234
1240.0234375,228
1240.59375,146
1240.90625,80
1241.796875,228
1242.6796875,226
1243.546875,222
1244.421875,224
1245.3359375,234
1246.265625,238
1247.15625,228
1248.03125,224
1248.9140625,226
1249.79296875,225
1250.6484375,219
1251.48046875,213
1252.3125,213
1253.17578125,221
1254.0625,227
1254.94921875,227
1255.83984375,228
1256.734375,229
1257.640625,232
1258.50390625,221
1259.36328125,220
1260.21875,219
1261.08984375,223
1261.9453125,219
1262.80859375,221
1263.66015625,218
1264.5,215
1265.3515625,218
1266.21484375,221
1267.078125,221
1267.9375,220
1268.8125,224
1269.7109375,230
1270.59375,226
1271.48828125,229
1272.39453125,232
1273.27734375,226
1274.140625,221
1275.01171875,223
1275.7578125,191
1276.50390625,191
1277.23046875,186
1277.93359375,180
1278.62109375,176
1279.3203125,179
1280.03515625,183
1280.77734375,190
1281.5546875,199
1282.3359375,200
1283.125,202
1283.921875,204
1284.7109375,202
1285.47265625,195
1286.2421875,197
1287.00390625,195
1287.77734375,198
1288.5625,201
1289.35546875,203
1290.17578125,210
1291.078125,231
1292.06640625,253
1293.015625,243
1293.99609375,251
1294.96875,249
1295.90625,240
1296.8359375,238
1297.7578125,236
1298.63671875,225
1299.51171875,224
1300.38671875,224
1301.296875,233
1302.18359375,227
1303.09375,233
1304.03125,240
1304.96484375,239
1305.859375,229
1306.78125,236
1307.74609375,247
1308.64453125,230
1309.55859375,234
1310.5078125,243
1311.484375,250
1312.43359375,243
1313.40625,249
1314.41015625,257
1315.3828125,249
1316.32421875,241
1317.296875,249
1318.30859375,259
1319.2578125,243
1320.19921875,241
1321.16796875,248
1322.1484375,251
1323.08984375,241
1324.0546875,247
1325.0703125,260
1326.08203125,259
1327.06640625,252
1328.0625,255
1329.01953125,245
1329.94140625,236
1330.87890625,240
1331.859375,251
1332.79296875,239
1333.72265625,238
1334.640625,235
1335.55078125,233
1336.4765625,237
1337.44140625,247
1338.375,239
1339.32421875,243
1340.2890625,247
1341.22265625,239
1342.18359375,246
1343.15625,249
1344.09765625,241
1345.06640625,248
1346.04296875,250
1346.97265625,238
1347.8984375,237
1348.8203125,236
1349.71875,230
1350.62890625,233
1351.515625,227
1352.3671875,218
1353.2421875,224
1354.12890625,227
1354.984375,219
1355.8515625,222
1356.71484375,221
1357.55859375,216
1358.421875,221
1359.30859375,227
1360.1953125,227
1361.0625,222
1361.94140625,225
1362.83203125,228
1363.71875,227
1364.63671875,235
1365.59765625,246
1366.546875,243
1367.51953125,249
1368.5078125,253
1369.5078125,256
1370.51953125,259
1371.46875,243
1372.421875,244
1373.35546875,239
1374.2890625,239
1375.234375,242
1376.203125,248
1377.1875,252
1378.1953125,258
1379.171875,250
1380.171875,256
1381.1875,260
1382.1484375,246
1383.1171875,248
1384.046875,238
1384.9921875,242
1385.96875,250
1386.95703125,253
1387.921875,247
1388.92578125,257
1389.95703125,264
1390.9375,251
1391.921875,252
1392.875,244
1393.83203125,245
1394.8203125,253
1395.859375,266
1396.875,260
1397.90625,264
1398.921875,260
1399.96484375,267
1400.99609375,264
1402.015625,261
1403.00390625,253
1403.94140625,240
1404.8671875,237
1405.7890625,236
1406.703125,234
1407.65234375,243
1408.640625,253
1409.5859375,242
1410.52734375,241
1411.4296875,231
1412.3125,226
1413.20703125,229
1414.1171875,233
1415.01953125,231
1415.94140625,236
1416.8828125,241
1417.83203125,243
1418.76953125,240
1419.72265625,244
1420.6796875,245
1421.57421875,229
1422.46875,229
1423.4296875,246
1424.390625,246
1425.34375,244
1426.3203125,250
1427.02734375,181
1428.125,281
1428.95703125,213
1429.76171875,206
1430.6171875,219
1431.5078125,228
1432.4296875,236
1433.37109375,241
1434.32421875,244
1435.296875,249
1436.25,244
1437.12890625,225
1437.96875,215
1438.75390625,201
1439.51171875,194
1440.23828125,186
1440.94140625,180
1441.62890625,176
1442.3203125,177
1443.02734375,181
1443.7890625,195
1444.65234375,221
1445.52734375,224
1446.39453125,222
1447.30078125,232
1448.23046875,238
1449.18359375,244
1450.140625,245
1451.09375,244
1451.9921875,230
1452.90625,234
1453.84765625,241
1454.8671875,261
1455.9140625,268
1456.85546875,241
1457.23046875,96
1457.7265625,127
1458.55078125,211
1459.3984375,217
1460.26953125,223
1461.140625,223
1462.0546875,234
1462.9921875,240
1463.95703125,247
1464.88671875,238
1465.8515625,247
1466.8515625,256
1467.83203125,251
1468.76953125,240
1469.734375,247
1470.78125,268
1471.765625,252
1472.69921875,239
1473.67578125,250
1474.6875,259
1475.75,272
1476.75390625,257
1477.734375,251
1478.71875,252
1479.640625,236
1480.55859375,235
1481.46484375,232
1482.3984375,239
1483.31640625,235
1484.2265625,233
1485.1953125,248
1486.22265625,263
1487.2109375,253
1488.1953125,252
1489.1875,254
1490.1640625,250
1491.07421875,233
1492.0,237
1492.9765625,250
1493.98828125,259
1494.9765625,253
1495.94140625,247
1496.91796875,250
1497.890625,249
1498.81640625,237
1499.71484375,230
1500.65234375,240
1501.56640625,234
1502.45703125,228
1503.34765625,228
1504.26953125,236
1505.21484375,242
1506.13671875,236
1507.04296875,232
1507.96484375,236
1508.90625,241
1509.8125,232
1510.69921875,227
1511.609375,233
1512.56640625,245
1513.55859375,254
1514.52734375,248
1515.5,249
1516.47265625,249
1517.4609375,253
1518.39453125,239
1519.3359375,241
1520.296875,246
1521.23828125,241
1522.23046875,254
1523.2421875,259
1524.234375,254
1525.203125,248
1526.18359375,251
1527.17578125,254
1528.109375,239
1529.0546875,242
1530.01953125,247
1531.01171875,254
1531.9921875,251
1533.0078125,260
1534.0390625,264
1534.9921875,244
1535.9375,242
1536.875,240
1537.8203125,242
1538.72265625,231
1539.65234375,238
1540.61328125,246
1541.5703125,245
1542.50390625,239
1543.45703125,244
1544.41796875,246
1545.328125,233
1546.24609375,235
1547.18359375,240
1548.15234375,248
1549.08203125,238
1550.02734375,242
1550.9765625,243
1551.8984375,236
1552.8515625,244
1553.828125,250
1554.796875,248
1555.75,244
1556.6953125,242
1557.63671875,241
1558.546875,233
1559.46875,236
1560.4296875,246
1561.34765625,235
1562.3046875,245
1563.26953125,247
1564.16796875,230
1565.0703125,231
1565.9765625,232
1566.86328125,227
1567.796875,239
